Year of Reg,Year,CN-8,Comment,CN-8 product name,Explanation,CF
861/2010,2011,1604 14 11,unchanged,"Prepared or preserved tunas and skipjack, whole or in pieces, in vegetable oil (excl. minced)","The percentage of fish meat which can be put in cans varies around 36% (2,78) for skipjack and yellowfin tuna. The usual form is 1/4 low can which contains 150g fish meat of 200gr total net weight. This gives an estimated CF 2,08  (source: Oceanic Developpement survey).",2.08
861/2010,2011,1604 14 16,unchanged,"Fillets known as ""loins"" of tunas or skipjack, prepared or preserved (excl. such products in vegetable oil)","Tuna loins are tuna fillets sometimes precouped and put in bags for later canning. According to information from industry sources the yield vary depending on species and sizes. An yield of tuna loin from whole tuna is 42% which  gives CF 2,38  (source: Oceanic Developpement survey).",2.38
861/2010,2011,1604 14 18,unchanged,"Prepared or preserved tunas and skipjack (excl. minced, fillets known as ""loins"" and such products in vegetable oil)",Same assumption as for 1604 11 11 ,2.08
861/2010,2011,1604 14 90,unchanged,"Prepared or preserved bonito ""sarda spp."", whole or in pieces (excl. minced)","In the absence of more data, thee same assumption as for 1604 11 11 ",2.08
861/2010,2011,1604 15 11,unchanged,"Fillets of mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved","For mackerel we need 2,64 kg of whole fish to get 1kg canned mackerel.The can 1/2 high format contains 290g of drained meat for total net weight of 410g (71%), thus CF 1,87 (source: Oceanic Developpement survey).",1.87
861/2010,2011,1604 15 19,unchanged,"Mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved, whole or in pieces (excl. minced mackerel and fillets of mackerel)","Here we have prepared mackerels without head, without tail, deskinned and without black meat. Based on CF of 2,40 used in Norway for this kind of mackerell, and based on meat weight corresponding to 71% of the net weigt of the can, the proposed CF is 1,70 (source: Oceanic Developpement survey).",1.70
861/2010,2011,1604 15 90,unchanged,"Prepared or preserved mackerel of species Scomber australasicus, whole or in pieces (excl. minced)",In the abcence of data on this species we use CF which is an average of CFs for items 1604 15 11 and 1604 15 19 (source: Oceanic Developpement survey).,1.79
861/2010,2011,1604 16 00,unchanged,"Prepared or preserved anchovies, whole or in pieces (excl. minced)","This item includes several types of preparations. Usually enchovy is prepared in the form of fillets, sometimes double fillets, without head and sentral bone, and mixed with ingredients such as oils and marinades. Based on CF used in Italy for this type of product (2,86) and assuming 30% of the weight of the other ingredients, the CF is 2,00  (source: Oceanic Developpement survey).",2.00
861/2010,2011,1604 19 10,unchanged,"Prepared or preserved salmonidae, whole or in pieces (excl. salmon and minced)",By anology with item 1604 11 00 (source: Oceanic Developpement survey).,1.87
861/2010,2011,1604 19 31,unchanged,"Fillets known as ""loins"" of fish of the genus ""Euthynnus"" prepared or preserved (excl. of skipjack [Euthynnus Katsuwonus pelamis])","By analogy with CF used for skipjack loins (36%), CF 2,78 (source: Oceanic Developpement survey).",2.78
861/2010,2011,1604 19 39,unchanged,"Prepared or preserved fish of the genus ""Euthynnus"", whole or in pieces (excl. minced, fillets known as ""loins"" and of skipjack [Euthynnus Katsuwonus pelamis])",The same assumption as for 1604 14 11 but with lower yield due to the type of species (34%) (source: Oceanic Developpement survey).,2.21
861/2010,2011,1604 19 50,unchanged,"Prepared or preserved fish of species Orcynopsis unicolor, whole or in pieces (excl. minced)",Same assumption as for 16 04 19 39 due to the fact that these species are similar (source: Oceanic Developpement survey).,2.21
861/2010,2011,1604 19 91,unchanged,"Frozen raw fish fillets, coated with batter or breadcrumbs, whether or not pre-fried in oil (excl. salmonidae, herrings, sardines, sardinella, brisling or sprats, tunas, skipjack and Atlantic bonito, bonito ""sarda spp."", mackerel, anchovies, fish of species Euthynnus and fish of species Orcynopsis unicolor)","This item presents skinned and boned fillets wich are packed with addition of bread crumps. Sample made on 10 products allowed to establish that there is about 62% of fish in the buttered fillets. We consider that raw material is made from skinned and boned fillets for which we propose CF of 2,65 which was proposed for 0304 20 95. Hence the proposed CF for butted fish is 1,64 (source: Oceanic Developpement survey).",1.64
861/2010,2011,1604 19 92,unchanged,"Cod of the species Gadus morhua, Gadus ogac, Gadus macrocephalus, prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","The products in this item include precooked preparations of cod with other ingredients. We observe that the weight of cod is about 30% to 50% of the total product weight. Here we also have preparations such as fish steaks with spices and herbs with 80% of cod. We assume that preparations are made with fillets (CF 2,85 item 0304 20 29) with an average 60% of cod in the product, thus CF ptroposed is 2,85*60%=1,53  (source: Oceanic Developpement survey).",1.71
861/2010,2011,1604 19 93,unchanged,"Coalfish ""Pollachius virens"", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","Same assumption with 60% of coalfish in the preparations made of fillets (CF 2,55 as for 0304 29 31), hence CF is 1,53 (source: Oceanic Developpement survey).",1.53
861/2010,2011,1604 19 94,unchanged,"Hake ""Merluccius spp., Urophycis spp."", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","Same assumption as for 1604 19 93, with average CF 2,47 for hake fillets (0304 20 58), hence proposed CF is 1,48 (source: Oceanic Developpement survey).",1.48
861/2010,2011,1604 19 95,unchanged,"Alaska pollack ""Theragra chalcogramma"" and pollack ""Pollachius pollachius"", prepared or preserved, whole or in pieces (excl. finely minced and fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen)","The speices dominating in this preparation is Allaska pollock. The use of this species in the prepared meals is very frequent due to the price of raw material. The sample of 30 products shows that the products contant between 25 and 92% of Alaska pollock with an average of 61%. CF for fillets was estimated at 2,95 (0304 29 85), hence CF proposed 2,95*61%=2,04 (source: Oceanic Developpement survey).",1.80
861/2010,2011,1604 19 98,split,"Fish, prepared or preserved, whole or in pieces (excl. finely minced, fillets, raw, merely coated with batter or breadcrumbs, whether or not pre-fried in oil, frozen, and salmon, herrings, sardines, anchovies, sprats, tunas, skipjack, bonito ""Sarda spp."", mackerel, sardines, salmonidae, fish of the Euthynnus spp. and of the species Orcynopsis unicolor, cod, coalfish, hake, Alaska pollack and pollack)","Without any detailed information on this item, it is proposed to use an average CF for items 1604 19 92 to 1604 19 95 (source: Oceanic Developpement survey).",1.64
861/2010,2011,1604 20 05,unchanged,Preparations of surimi,"Surimi preparation includes surimi and texturing agents such as starch and colorants. The sample of 12 products show that surimi represents between 27 and 45% in the product, with an average of 39%. The proposed CF for surimi is 5,15 (0304 90 05), hence the proposed CF is 5,15*39%=2,01  (source: Oceanic Developpement survey).",2.01
861/2010,2011,1604 20 10,unchanged,Prepared or preserved salmon (excl. whole or in pieces),"The USA industry reports indicate a yield between 67% (Sockeye) and 65% (Pink) on round salmon, hence CF 1,52",1.52
861/2010,2011,1604 20 30,unchanged,Prepared or preserved salmonidae (excl. salmon and whole or in pieces),Same assumption as for 1604 11 00,1.52
861/2010,2011,1604 20 40,unchanged,Prepared or preserved anchovies (excl. whole or in pieces),"This item includes enchovy paste wich contain about 80% of fishmeat. We assume that this fishmeat is made from fillets (CF 1,67)multiplied by 80% gives CF1,33  (source: Oceanic Developpement survey).",1.33
861/2010,2011,1604 20 50,unchanged,"Prepared or preserved sardines, bonito, mackerel of species Scomber scombrus and japonicus and fish of species Orcynopsis unicolor (excl. whole or in pieces)",By analogy with 1604 15 19  (source: Oceanic Developpement survey).,1.70
861/2010,2011,1604 20 70,unchanged,"Prepared or preserved tunas, skipjack or other fish of genus Euthynnus (excl. whole or in pieces)",This item includes mainly tuna in small pieces. We popose same CF as for canned tuna because this CF covers all kind of meats including pieces   (source: Oceanic Developpement survey).,2.08
861/2010,2011,1604 20 90,unchanged,"Fish, prepared or preserved (excl. fish whole or in pieces, preparations of surimi and salmonidae, anchovies, sardines, bonito, mackerel of the species Scomber scombrus and of the species Scomber japonicus and fish of the species Orcynopsis unicolor, tunas, skipjack and other fish of the species Euthynnus)",The proposed CF is an average of all CFs proposed for previous items concerning fish preparations (source: Oceanic Developpement survey).,1.84
861/2010,2011,1604 30 10,new code,Caviar,"This item is considered to be a byproduct. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
861/2010,2011,1604 30 90,new code,Caviar substitutes prepared from fish eggs,"This item is considered to be a byproduct. To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
861/2010,2011,1605 10 00,split,"Crab, prepared or preserved","The crabs prepared and preserved include mostly meats. The predominating speciesc are speices of the inductrial type presented in 0306 14 10. A sample of 10 products shows that preparations and preserves contain 26-100% of meat, with average of 45%. The proposed CF is 45% of 4 (wich is CF proposed for crab meats), hence CF 1,80 (source: Oceanic Developpement survey).",1.80
861/2010,2011,1605 20 10,excluding 0306xxxx,"Shrimps and prawns, prepared or preserved, in airtight containers","This item includes mainly tails of small srimp in brine. CF 2,22 was proposed for tails for pealed shrimps with an assumption of net weight of 75% of shrimps, hence CF 1,66  (source: Oceanic Developpement survey).",1.66
861/2010,2011,1605 20 91,excluding 0306xxxx,"Shrimps and prawns, prepared or preserved, in immediate packings of a net content of <= 2 kg (excl. shrimps and prawns in airtight containers)",Same assumption as for 1605 20 10,1.66
861/2010,2011,1605 20 99,excluding 0306xxxx,"Shrimps and prawns, prepared or preserved, in immediate packings of a net content of > 2 kg (excl. shrimps and prawns in airtight containers)",Same assumption as for 1605 20 10,1.66
861/2010,2011,1605 30 10,unchanged,"Lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, p̢t̩s, soups or sauces","This item is considered to be a byproduct (source: Oceanic Developpement survey). To avoid double counting, by-products should be excluded from the calculation to live weight, or seen in relation to CN8-codes anticipated to cover the main-product. Thus CF 0,00. ",0.00
861/2010,2011,1605 30 90,split,"Lobster, prepared or preserved (excl. lobster meat, cooked, for the manufacture of lobster butter or of lobster pastes, p̢t̩s, soups or sauces)","It is assumed that products are made from lobster tails with 20% of other additives. CF of 2,70 identified for item 0306 12 90 is reduced by 20% (source: Oceanic Developpement survey).",2.16
861/2010,2011,1605 40 00,split,"Crustaceans, prepared or preserved (excl. crabs, shrimps, prawns and lobster)","The products are assumed to be preparations of tails of crayfish and rock lobsters with 20% of other ingredients. CF identified for tails is 3,00 and then it is decreased by 20% with gives CF 2,40 (source: Oceanic Developpement survey).",2.40
